ds,predicted_power,actual_power
2024-09-29 18:00:00,61.20125359915842,65.67434467
2024-09-29 18:01:00,59.96960136064165,63.4724189
2024-09-29 18:02:00,58.75548692270752,61.2947187
2024-09-29 18:03:00,57.55887064027568,59.14134424
2024-09-29 18:04:00,56.37971105009615,57.01239181
2024-09-29 18:05:00,55.217964888310114,54.90795389
2024-09-29 18:06:00,54.07358708305425,52.82811904
2024-09-29 18:07:00,52.94653076861308,50.77297191
2024-09-29 18:08:00,51.836747324551695,48.74259327
2024-09-29 18:09:00,50.74418632591819,46.73705992
2024-09-29 18:10:00,49.66879558248006,44.75644469
2024-09-29 18:11:00,48.61052117387106,42.80081646
2024-09-29 18:12:00,47.56930740541412,40.8702401
2024-09-29 18:13:00,46.54509685909226,38.96477646
2024-09-29 18:14:00,45.537830376900686,37.08448239
2024-09-29 18:15:00,44.54744708582356,35.22941068
2024-09-29 18:16:00,43.573884413875206,33.39961008
2024-09-29 18:17:00,42.61707807210856,31.59512526
2024-09-29 18:18:00,41.67696208624662,29.81599683
2024-09-29 18:19:00,40.75346882505141,28.06226132
2024-09-29 18:20:00,39.84652896424335,26.33395114
2024-09-29 18:21:00,38.95607153232871,24.63109463
2024-09-29 18:22:00,38.08202392745466,22.95371599
2024-09-29 18:23:00,37.224311883446646,21.3018353
2024-09-29 18:24:00,36.38285955207255,19.67546856
2024-09-29 18:25:00,35.55758944645315,18.0746276
2024-09-29 18:26:00,34.74842249272909,16.49932013
2024-09-29 18:27:00,33.95527804327695,14.94954975
2024-09-29 18:28:00,33.17807386323132,13.42531588
2024-09-29 18:29:00,32.416726178412574,11.92661386
2024-09-29 18:30:00,31.671149650811028,10.45343486
2024-09-29 18:31:00,30.941257420339856,9.0057659
2024-09-29 18:32:00,30.22696111596968,7.583589917
2024-09-29 18:33:00,29.528170855100445,6.186885682
2024-09-29 18:34:00,28.844795260731438,4.815627855
2024-09-29 18:35:00,28.176741499593057,3.469786979
2024-09-29 18:36:00,27.523915262590325,2.149329476
2024-09-29 18:37:00,26.886220802296958,0.854217677
2024-09-29 18:38:00,26.26356093807244,-0.415590201
2024-09-29 18:39:00,25.65583707288637,-1.660140023
2024-09-29 18:40:00,25.062949222322843,-2.879481723
2024-09-29 18:41:00,24.484796003424297,-4.073669312
2024-09-29 18:42:00,23.92127466232774,-5.24276087
2024-09-29 18:43:00,23.3722811264752,-6.386818483
2024-09-29 18:44:00,22.83770994633116,-7.505908303
2024-09-29 18:45:00,22.317454381067144,-8.600100463
2024-09-29 18:46:00,21.81140637732516,-9.669469118
2024-09-29 18:47:00,21.31945659717365,-10.7140924
2024-09-29 18:48:00,20.84149444347893,-11.73405238
2024-09-29 18:49:00,20.377408058534197,-12.72943512
2024-09-29 18:50:00,19.92708436121441,-13.70033055
2024-09-29 18:51:00,19.49040904747401,-14.64683254
2024-09-29 18:52:00,19.067266622324688,-15.56903884
2024-09-29 18:53:00,18.657540414610462,-16.46705104
2024-09-29 18:54:00,18.261112583044262,-17.34097459
2024-09-29 18:55:00,17.877864150885074,-18.19091875
2024-09-29 18:56:00,17.50767502041111,-19.01699653
2024-09-29 18:57:00,17.150423989734676,-19.81932475
2024-09-29 18:58:00,16.805988764214867,-20.59802392
2024-09-29 18:59:00,16.474245999724772,-21.35321829
2024-09-29 19:00:00,16.155071284467994,-23.54203158
2024-09-29 19:01:00,15.848339203643288,-24.25060372
2024-09-29 19:02:00,15.553923315474243,-24.9360657
2024-09-29 19:03:00,15.271696198855391,-25.59855626
2024-09-29 19:04:00,15.001529478751472,-26.23821772
2024-09-29 19:05:00,14.743293812785488,-26.85519591
2024-09-29 19:06:00,14.496858947368498,-27.44964011
2024-09-29 19:07:00,14.262093719403168,-28.0217031
2024-09-29 19:08:00,14.03886608027062,-28.57154105
2024-09-29 19:09:00,13.82704312460925,-29.09931349
2024-09-29 19:10:00,13.62649109375791,-29.6051833
2024-09-29 19:11:00,13.437075416600774,-30.08931668
2024-09-29 19:12:00,13.258660719886675,-30.55188307
2024-09-29 19:13:00,13.091110851810026,-30.99305512
2024-09-29 19:14:00,12.934288907636889,-31.41300868
2024-09-29 19:15:00,12.788057245730766,-31.81192273
2024-09-29 19:16:00,12.652277502432243,-32.18997936
2024-09-29 19:17:00,12.526810643509132,-32.54736369
2024-09-29 19:18:00,12.411516953159374,-32.88426386
2024-09-29 19:19:00,12.306256058968687,-33.20087097
2024-09-29 19:20:00,12.21088699290672,-33.49737906
2024-09-29 19:21:00,12.12526816365347,-33.77398501
2024-09-29 19:22:00,12.049257407863294,-34.03088855
2024-09-29 19:23:00,11.982712004499202,-34.26829219
2024-09-29 19:24:00,11.925488702325978,-34.48640115
2024-09-29 19:25:00,11.877443742493025,-34.68542336
2024-09-29 19:26:00,11.83843286855956,-34.86556937
2024-09-29 19:27:00,11.808311369087576,-35.02705231
2024-09-29 19:28:00,11.786934098785732,-35.17008784
2024-09-29 19:29:00,11.774155476654364,-35.29489411
2024-09-29 19:30:00,11.76982954316668,-35.40169171
2024-09-29 19:31:00,11.773809960580202,-35.49070358
2024-09-29 19:32:00,11.78595004645917,-35.562155
2024-09-29 19:33:00,11.80610279817328,-35.61627352
2024-09-29 19:34:00,11.834120906335135,-35.65328891
2024-09-29 19:35:00,11.869856795153057,-35.6734331
2024-09-29 19:36:00,11.913162630078496,-35.67694011
2024-09-29 19:37:00,11.96389034765994,-35.66404603
2024-09-29 19:38:00,12.021891688090076,-35.63498896
2024-09-29 19:39:00,12.087018200658513,-35.59000889
