ds,predicted_power,actual_power
2024-10-04 14:00:00,388.6340942382812,561.10097935
2024-10-04 15:00:00,290.0758972167969,382.2257303483333
2024-10-04 16:00:00,202.0142059326172,168.19318102333332
2024-10-04 17:00:00,85.61042785644531,0.0
2024-10-04 18:00:00,0.0,0.0
2024-10-04 19:00:00,0.0,0.0
2024-10-04 20:00:00,0.0,0.0
2024-10-04 21:00:00,0.0,0.0
2024-10-04 22:00:00,0.0,0.0
2024-10-04 23:00:00,0.0,0.0
2024-10-05 00:00:00,0.0,0.0
2024-10-05 01:01:00,0.0,0.0
2024-10-05 02:01:00,0.0,0.0
2024-10-05 03:01:00,0.0,0.0
2024-10-05 04:01:00,0.0,0.0
2024-10-05 05:01:00,0.0,0.0
2024-10-05 06:01:00,0.0,0.0
2024-10-05 07:01:00,0.0,
2024-10-05 08:01:00,205.4173126220703,
2024-10-05 09:01:00,214.0076293945312,
2024-10-05 10:01:00,232.7773132324219,
2024-10-05 11:01:00,260.4496459960938,
2024-10-05 12:01:00,280.7181091308594,
2024-10-05 13:01:00,294.7950744628906,
2024-10-05 14:01:00,300.0101013183594,
2024-10-05 15:01:00,294.7886352539062,
2024-10-05 16:01:00,283.3591003417969,
2024-10-05 17:01:00,273.2128295898438,
2024-10-05 18:01:00,0.0,
2024-10-05 19:01:00,0.0,0.0
2024-10-05 20:01:00,0.0,0.0
2024-10-05 21:01:00,0.0,0.0
2024-10-05 22:01:00,0.0,0.0
2024-10-05 23:01:00,0.0,0.0
2024-10-06 00:01:00,0.0,0.0
